product,measure,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь,январь,февраль,март,апрель,май,июнь,июль,август,сентябрь,октябрь,ноябрь,декабрь
Чай черный байховый,100 гр.,20.32,20.31,20.31,20.34,20.34,20.34,20.34,20.34,20.35,20.35,20.35,20.34,20.38,20.35,20.35,20.36,20.35,20.35,20.26,20.26,20.26,20.35,20.36,20.36,20.39,20.39,20.39,20.69,20.69,20.74,20.74,21.21,21.47,21.51,21.52,21.71,22.73,23.54,23.55,24.52,24.60,24.83,25.52,26.07,26.11,26.36,27.59,29.79,30.11,30.33,30.53,30.83,30.84,31.19,31.21,31.38,31.53,32.47,33.42,33.47,33.56,33.72,34.13,34.60,34.66,34.68,34.82,35.25,36.72,37.02,37.37,37.58,39.09,39.53,39.84,39.82,40.06,41.06,41.05,41.20,41.40,41.42,41.09,41.54,42.16,42.66,41.87,41.74,41.76,41.79,41.78,42.23,42.24,42.46,42.60,42.77,45.44,46.48,46.65,46.68,47.05,47.30,47.39,47.52,48.11,48.48,47.75,47.88,48.72,50.05,54.38,55.25,55.19,55.39,55.82,56.74,56.80,56.69,59.34,61.53,62.39,63.31,65.02,65.78,65.75,65.91,66.57,66.76,68.25,69.10,69.36,69.61,70.83,71.69,71.76,71.92,72.02,71.89,71.84,72.15,73.04,73.25,72.90,73.14,70.57,70.49,70.17,70.09,70.06,69.91,69.63,70.06,69.99,69.93,70.16,70.45,70.52,70.44,70.10,70.37,70.58,70.41,69.98,69.90,70.01,70.26,70.37,70.72,70.87,70.83,70.86,70.97,70.88,70.91,71.10,71.30,71.38,71.51,71.34,71.00,71.12,71.15,71.26,71.68,72.76,73.15,73.13,73.50,73.93,75.09,75.56,76.01,76.48,76.93,78.21,79.29,79.59,79.76,80.04,79.70,79.72,81.31,82.35,83.12,83.78,84.73,89.40,92.33,92.66,93.34,93.94,93.71,94.10,94.75,95.23,95.77,96.72,97.82,98.52,98.86,98.97,99.43,99.72,100.27,100.62,100.36,99.86,99.81,100.60,101.35,102.23,103.21,,,,,,,,
Вода минеральная,"0,5 л.",4.98,4.92,4.90,4.90,5.05,5.05,5.05,5.05,5.05,5.21,5.24,5.24,5.24,5.24,5.24,5.32,5.45,5.82,5.91,5.92,5.94,5.94,5.94,5.93,5.92,5.92,5.93,5.94,5.94,6.02,6.02,6.02,6.02,6.04,6.04,6.04,6.07,6.07,6.19,6.20,6.20,6.20,6.31,6.57,6.57,6.59,6.59,6.59,6.59,6.59,6.59,6.63,6.74,6.74,6.74,6.75,6.69,6.57,6.65,6.74,7.02,7.02,6.71,6.71,6.84,7.08,7.57,7.54,7.56,7.96,7.98,10.51,11.15,11.45,11.46,11.48,11.48,11.66,12.56,12.65,12.69,12.69,12.71,12.71,12.68,12.69,12.70,12.85,12.91,12.92,12.99,12.93,12.93,12.93,12.93,13.39,13.21,13.21,13.20,13.28,13.35,13.42,13.42,13.42,13.38,13.39,13.59,13.59,13.35,13.33,13.43,13.44,13.51,13.82,13.78,13.79,13.78,13.77,13.77,13.77,15.11,15.69,16.07,16.35,16.35,16.65,17.09,17.13,17.02,17.05,17.12,15.73,15.72,15.66,15.73,15.76,15.70,15.78,15.83,15.83,16.60,16.60,16.57,16.57,16.81,16.80,17.36,16.84,16.81,16.82,16.80,16.78,16.05,16.15,16.37,16.37,16.33,16.34,16.34,16.37,16.37,16.87,16.87,17.10,17.12,17.16,17.15,17.16,17.17,17.16,17.42,17.55,17.55,17.56,17.91,17.90,15.98,16.18,16.17,16.13,16.14,16.14,16.13,16.13,16.20,16.80,16.80,16.79,16.80,17.08,17.08,17.09,17.24,17.25,17.30,17.31,17.30,17.43,17.44,17.44,17.39,17.43,17.54,17.62,19.78,21.18,20.53,20.20,19.04,19.07,19.18,19.30,19.37,19.38,19.43,19.53,19.45,20.34,20.77,20.88,21.02,21.42,21.48,21.56,21.56,21.71,21.95,22.26,22.43,22.43,22.47,24.57,,,,,,,,
Водка крепостью 40 градусов,"0,5 л.",34.24,34.25,34.25,34.25,35.50,35.53,35.54,35.99,35.96,35.87,35.88,36.11,36.11,36.54,36.56,36.57,36.62,37.34,37.75,37.49,37.57,37.53,37.53,37.84,37.99,40.15,40.15,40.23,41.61,41.59,41.62,41.69,41.42,43.25,44.22,45.41,46.37,47.63,48.05,49.22,50.27,51.11,51.27,51.58,51.58,51.58,51.74,52.55,52.66,52.75,53.35,54.61,54.99,56.60,56.67,56.74,57.33,57.52,57.56,58.03,58.06,58.39,58.80,60.91,61.36,61.66,61.80,62.85,63.06,64.04,64.20,66.25,104.90,105.00,107.53,107.94,109.07,109.97,111.45,111.49,112.83,114.22,115.44,116.89,117.13,118.60,118.70,119.39,119.42,119.42,119.42,121.39,121.93,124.69,125.33,131.14,134.25,138.38,141.94,144.77,145.49,148.20,148.20,148.27,143.85,143.30,149.28,151.08,146.72,148.52,157.28,156.61,156.95,157.77,161.80,163.49,162.45,162.70,163.11,164.26,165.51,167.42,167.78,168.38,168.48,167.87,168.32,168.51,168.59,169.57,169.71,171.87,167.93,168.37,172.67,170.61,171.54,172.20,172.46,173.93,175.31,176.64,175.17,175.49,175.95,175.82,175.78,165.86,163.49,163.52,163.39,166.69,166.74,173.47,191.08,191.41,192.79,195.20,197.20,197.25,197.37,197.79,198.03,194.54,194.07,194.09,194.62,194.74,194.99,195.20,194.58,197.00,196.13,195.93,195.55,196.05,194.07,194.23,194.52,194.44,199.99,201.37,202.62,202.90,199.60,199.94,199.87,199.96,199.89,200.17,200.44,200.94,203.80,207.09,210.79,214.15,215.10,217.15,217.71,219.23,219.34,219.78,220.23,220.77,234.57,235.31,249.73,256.66,250.46,258.40,258.73,273.04,273.16,279.51,285.27,290.66,296.89,300.25,314.89,322.13,323.11,323.67,323.86,325.88,327.93,328.24,328.57,329.48,329.94,333.67,338.03,344.91,,,,,,,,
Коньяк отечественный,"0,5 л.",117.62,117.94,117.93,117.93,135.56,135.68,135.97,136.00,136.01,135.03,135.03,137.34,137.43,138.60,138.81,138.98,139.01,139.11,140.03,145.70,166.27,166.35,167.24,168.08,168.80,169.18,169.18,169.34,169.30,168.17,168.17,168.23,168.23,170.29,171.73,175.92,177.38,177.43,177.81,178.22,179.86,181.33,185.03,185.03,185.04,185.52,189.80,198.40,204.10,206.12,210.01,213.98,214.31,215.13,215.13,214.89,214.30,215.40,216.07,219.21,219.98,225.26,226.12,228.00,234.47,239.43,240.71,238.01,236.41,235.53,236.76,244.24,245.55,245.59,245.64,249.62,251.08,252.96,252.96,253.97,254.07,256.08,257.97,264.91,264.96,264.67,266.14,268.06,279.01,279.25,279.71,281.03,281.35,283.85,284.17,287.17,286.19,290.06,289.36,286.62,287.18,287.40,287.76,287.78,310.15,308.18,312.02,310.47,306.97,311.71,335.32,338.34,338.48,341.25,344.66,345.23,345.33,347.01,347.90,351.08,356.31,364.13,381.41,383.15,383.39,387.50,387.76,384.04,384.28,388.98,389.46,395.00,395.16,396.34,396.26,396.38,394.97,394.01,394.10,394.53,394.47,394.62,395.89,397.89,389.92,390.87,389.95,392.90,390.73,390.06,390.44,389.35,388.12,387.81,388.77,389.51,391.09,397.13,397.59,399.78,399.24,399.30,399.05,397.83,398.30,400.97,402.16,401.84,402.00,398.91,398.55,398.23,398.71,398.93,398.13,398.24,399.51,399.66,399.48,399.57,405.53,406.28,410.69,410.88,411.01,219.77,411.63,411.63,411.65,411.66,424.77,427.41,443.10,443.37,446.08,447.10,448.49,467.02,470.48,471.09,471.27,474.48,476.59,478.50,485.86,493.49,498.28,511.74,511.49,507.16,507.52,509.16,510.69,512.10,515.27,518.24,530.12,537.40,543.52,543.59,545.77,548.47,545.64,546.00,546.71,547.60,549.25,550.89,551.21,554.24,556.85,563.01,,,,,,,,
Вино игристое отечественное,"0,7 л.",92.08,91.89,92.01,92.02,90.18,90.22,90.25,90.23,90.16,90.20,90.21,98.25,98.71,99.53,99.53,99.95,101.04,101.06,101.78,106.02,115.69,115.81,119.03,121.92,124.02,124.06,124.34,124.69,124.59,124.35,124.38,124.58,124.84,126.19,127.27,127.35,127.98,127.24,127.46,127.84,128.62,129.21,130.12,130.12,130.13,130.13,130.26,134.04,136.60,136.60,137.09,137.59,137.82,138.39,138.40,138.19,137.04,136.55,136.59,137.11,138.72,137.83,137.83,137.83,136.57,137.52,138.94,138.94,139.47,137.01,136.95,139.49,140.30,140.00,139.99,141.88,140.96,141.04,141.04,142.13,142.35,144.95,144.95,149.01,150.02,150.25,150.24,150.24,150.27,150.50,150.50,154.64,154.63,154.61,156.53,166.97,164.06,166.78,166.79,166.68,166.62,166.48,166.48,166.48,161.92,162.40,162.63,167.00,166.65,168.34,173.04,174.12,174.34,174.13,174.94,176.06,176.81,182.49,182.52,184.19,181.27,181.28,181.31,181.27,181.78,182.10,186.66,191.31,191.93,191.88,193.10,195.10,197.07,197.27,197.27,197.27,200.11,199.46,199.82,199.77,198.24,201.50,203.54,204.54,199.96,199.86,200.18,200.97,200.73,199.56,199.14,198.04,198.17,197.82,200.16,201.04,201.80,202.94,207.08,207.17,206.75,206.62,206.50,205.41,206.61,206.78,207.05,208.72,206.87,206.90,207.02,206.30,206.71,206.89,206.69,206.80,210.77,210.47,211.17,212.11,218.66,219.48,219.50,219.62,219.62,219.60,219.59,219.58,219.37,219.41,220.42,224.48,224.92,225.03,228.57,228.69,229.29,239.55,240.26,240.34,241.27,241.63,242.63,243.96,247.68,249.51,250.56,258.09,259.00,268.18,268.31,269.75,271.28,273.57,284.67,290.33,291.34,291.82,288.84,289.83,289.83,292.29,292.33,294.16,295.74,295.74,295.96,303.45,305.23,307.62,308.31,315.60,,,,,,,,
Сигареты с фильтром,1 пачка,21.64,21.64,21.31,21.31,22.37,23.14,23.31,23.20,23.20,23.18,23.56,23.68,23.80,23.72,23.91,23.89,23.89,24.59,25.22,25.17,25.17,25.21,25.22,25.22,25.22,25.22,25.22,25.66,25.65,25.30,25.29,25.30,25.30,25.33,25.35,26.88,27.63,28.27,28.38,28.71,28.83,29.34,29.78,29.77,29.77,29.80,29.80,29.87,29.87,29.89,29.92,30.00,30.00,30.00,30.03,30.03,29.78,29.78,29.78,29.78,29.78,29.78,29.78,29.79,29.29,29.29,31.20,33.10,33.16,34.30,34.36,34.38,34.56,34.73,37.01,38.85,39.40,40.60,40.68,40.83,40.89,41.20,30.11,30.15,30.23,30.20,30.34,30.48,30.54,30.90,31.09,31.10,31.13,31.14,31.16,31.09,31.28,31.34,31.66,32.06,32.06,32.06,32.06,32.01,26.20,26.22,26.31,26.37,26.40,26.45,26.59,26.62,27.13,27.57,27.76,28.06,28.23,28.24,28.34,30.75,30.93,31.98,32.52,34.14,34.72,34.87,35.62,37.07,37.33,38.09,42.61,44.24,44.21,45.03,45.04,45.05,46.03,46.06,46.18,46.36,46.57,46.62,46.69,46.76,48.39,50.89,51.01,51.38,51.53,51.86,51.98,52.59,52.63,53.20,54.12,55.13,60.56,61.06,61.33,61.53,61.60,61.70,60.06,60.22,60.33,60.50,61.20,61.30,66.90,68.04,68.05,68.35,69.03,69.19,69.19,69.28,69.08,69.37,69.26,69.59,70.88,73.78,74.29,74.34,63.35,74.34,74.81,74.84,75.09,75.33,75.74,76.49,76.64,82.93,83.97,84.08,84.10,85.53,86.00,87.16,88.22,89.30,90.25,91.44,92.55,93.92,95.25,95.83,96.10,97.48,98.84,99.55,99.78,101.92,103.27,104.78,104.48,108.37,109.39,109.63,110.63,113.68,115.98,117.25,118.80,119.12,119.57,120.63,122.02,123.80,125.46,126.05,,,,,,,,
Цемент,50 кг,127.17,127.72,133.62,149.07,136.61,150.80,169.22,164.04,159.64,145.70,135.19,127.21,128.26,137.30,144.87,154.86,167.32,184.80,214.41,182.37,170.37,171.61,173.64,172.64,175.09,193.39,198.64,206.76,244.07,283.72,295.01,285.85,286.73,274.03,259.14,253.38,256.62,262.36,263.42,276.03,303.35,309.62,314.33,303.40,292.06,280.36,272.69,275.47,273.62,267.17,263.67,262.13,264.08,337.67,322.92,306.07,301.94,310.82,312.61,310.76,294.57,286.82,282.49,290.95,319.67,296.48,295.39,327.84,340.09,314.93,358.52,317.12,306.71,295.98,301.36,305.34,304.96,304.19,308.51,299.25,292.62,289.78,289.78,288.18,286.65,286.84,287.96,314.98,455.06,359.16,311.86,319.98,313.48,304.42,303.34,301.54,302.39,307.54,309.89,312.80,320.60,324.86,325.01,326.73,323.15,324.27,323.68,323.73,321.57,319.22,318.55,316.30,327.41,375.47,358.14,363.26,358.23,355.18,353.83,355.94,349.63,353.37,352.55,364.43,349.69,343.33,344.07,339.94,342.12,342.43,341.29,326.87,327.91,325.56,317.82,297.38,279.99,264.76,260.48,254.11,263.51,261.86,263.55,262.38,263.96,263.23,262.88,265.36,273.41,267.48,264.61,264.81,263.03,272.45,278.65,277.33,269.15,268.05,265.58,264.16,263.63,265.77,269.25,268.78,270.56,281.11,295.90,293.47,292.13,288.79,289.31,289.28,286.07,287.12,285.64,283.93,283.93,284.37,281.24,281.91,278.40,278.07,278.89,281.93,284.51,282.96,283.09,290.65,297.48,294.94,297.95,298.04,297.80,299.36,306.46,306.67,314.12,355.05,357.57,352.73,353.23,350.72,344.50,342.75,344.47,347.76,355.74,357.44,357.10,358.03,358.49,358.24,356.80,353.85,350.93,349.81,349.09,348.44,357.49,357.79,361.35,366.49,372.69,370.25,376.07,373.58,373.15,373.11,372.98,372.86,376.88,377.35,,,,,,,,
"Электроэнергия, основной тариф",1 кВт. час,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,1.24,1.50,1.50,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,
Природный газ,за 1 человека в месяц,39.04,39.04,39.17,40.54,40.54,40.54,40.54,40.54,40.54,40.54,40.54,40.54,47.29,48.03,48.03,48.03,48.03,48.03,47.18,47.18,47.18,47.18,47.07,46.52,64.81,68.65,68.48,68.10,68.09,65.87,67.96,67.80,67.80,66.70,64.56,64.11,94.96,97.08,97.76,97.90,97.96,97.65,98.43,98.95,98.95,98.95,98.95,98.95,98.95,176.47,176.47,176.47,176.47,176.47,176.47,176.47,176.22,176.22,176.22,176.22,176.22,176.31,177.86,179.89,182.88,184.07,185.73,197.39,197.40,193.23,192.74,193.20,193.20,190.73,191.20,190.60,188.86,193.25,193.57,190.94,192.07,167.47,169.30,173.01,192.85,194.19,193.03,193.96,194.21,194.58,195.66,195.30,191.25,195.29,195.31,195.81,195.37,196.90,195.95,197.52,198.14,198.69,200.03,201.21,176.87,176.66,176.13,177.65,178.52,182.47,194.31,196.10,193.49,189.45,189.47,188.40,191.86,162.73,167.85,167.89,163.66,165.50,168.47,171.39,162.04,158.75,167.54,165.27,174.04,185.01,184.17,197.73,198.13,198.09,193.70,170.96,167.52,167.60,165.95,166.95,164.11,162.36,168.35,169.29,168.96,168.73,168.86,167.66,162.23,163.26,165.37,164.31,164.38,164.33,168.01,169.97,168.27,167.39,166.85,167.48,164.39,163.74,163.31,162.99,164.82,165.27,169.97,170.25,170.25,170.21,174.10,174.49,170.53,170.53,169.90,170.36,174.19,178.22,178.49,178.58,178.17,178.57,181.93,181.93,181.93,177.33,179.00,179.21,192.17,200.74,204.98,210.76,208.11,210.61,210.51,210.60,204.39,202.29,200.86,204.31,204.22,210.61,210.61,210.59,210.64,210.63,218.84,214.29,205.24,201.35,197.76,204.31,202.49,201.55,207.50,212.71,217.13,219.13,221.18,216.18,216.35,216.47,218.97,220.94,223.48,232.15,233.48,233.19,233.01,234.47,236.85,241.59,,,,,,,,
Сжиженный газ ,1 кг,23.72,23.53,23.56,23.67,23.53,23.47,23.37,23.56,23.97,24.61,26.98,28.21,28.39,28.56,28.64,28.64,28.64,28.60,28.60,28.68,28.71,28.91,29.29,29.71,29.71,29.46,29.33,29.24,29.23,29.25,29.26,29.33,29.76,30.84,31.01,35.57,38.08,38.55,38.76,38.63,38.62,38.86,39.61,39.62,39.71,41.15,46.68,44.20,43.89,40.63,40.35,38.79,36.29,35.37,35.29,35.36,54.92,55.71,57.96,60.40,42.15,42.67,42.77,42.87,44.34,44.80,44.65,44.67,46.49,47.82,48.42,53.54,54.27,53.74,51.32,48.45,48.25,47.50,47.45,48.97,48.89,50.16,51.04,51.74,51.59,50.98,49.91,49.91,50.28,50.68,50.66,49.73,48.77,50.95,53.48,53.72,54.35,54.11,53.93,53.94,52.63,52.63,52.77,52.77,54.02,54.05,54.11,54.11,54.19,53.61,53.74,53.66,53.63,53.86,53.71,53.75,53.52,53.36,53.33,53.35,53.18,53.14,51.40,51.10,51.09,51.07,51.16,51.24,51.54,51.62,51.78,51.78,51.93,51.80,50.23,50.04,50.00,49.89,46.93,47.00,49.87,51.24,49.99,50.03,48.65,48.29,48.05,47.94,47.80,47.37,47.37,47.60,47.48,49.28,50.34,49.12,49.15,49.15,48.92,48.92,48.92,48.69,50.34,51.33,51.71,52.54,55.58,54.69,54.61,51.55,50.93,50.78,50.65,50.82,50.82,50.86,50.90,50.89,51.10,51.08,51.08,51.18,51.22,51.11,51.07,50.75,50.87,51.09,51.28,51.28,55.48,55.69,54.56,54.98,55.00,55.00,54.91,55.04,55.09,55.77,56.32,59.73,59.94,64.00,67.14,67.81,71.03,71.22,68.05,67.98,65.44,68.08,70.65,69.84,72.88,72.99,74.21,73.45,75.87,75.31,75.15,72.63,73.03,73.20,73.12,73.78,74.45,74.45,74.63,74.59,74.54,74.64,,,,,,,,
Уголь,1 тонна,1 542.97,1 538.69,1 461.56,1 416.90,1 395.70,1 386.20,1 398.33,1 410.63,1 495.50,1 517.95,1 538.55,1 584.64,1 672.01,1 693.92,1 627.75,1 614.88,1 587.33,1 544.53,1 531.08,1 541.86,1 585.43,1 671.44,1 732.98,1 882.12,1 927.87,1 914.33,1 839.67,1 772.08,1 765.74,1 788.76,1 819.40,2 028.57,2 077.39,2 340.78,2 411.15,2 792.24,3 002.70,3 010.17,2 994.71,2 921.51,2 928.50,2 977.13,2 900.63,3 476.06,3 705.20,3 659.98,3 673.93,3 721.04,3 733.32,3 686.72,3 614.65,3 578.23,3 538.96,3 525.69,3 535.75,3 528.82,3 550.05,3 587.06,3 615.58,3 645.98,3 543.63,3 521.47,3 481.58,3 510.85,3 612.91,3 506.55,3 529.92,3 549.92,3 557.78,3 400.39,3 786.48,3 897.59,3 849.83,3 801.68,3 630.55,3 525.18,3 359.97,3 378.88,3 365.40,3 371.58,3 436.30,3 477.15,3 815.64,4 166.90,4 235.02,4 327.28,4 212.32,3 882.63,3 677.31,3 717.21,3 866.08,3 976.94,4 021.60,4 331.11,4 380.32,4 458.21,4 490.53,4 257.38,4 130.67,4 060.99,4 058.97,4 069.38,4 069.38,4 091.02,3 890.06,3 959.33,4 147.34,4 120.31,4 229.46,4 216.58,4 178.89,4 147.25,4 007.52,4 118.30,4 140.06,4 072.72,4 240.38,4 449.49,4 475.15,4 497.04,4 315.48,4 264.50,4 257.21,4 189.64,4 119.92,4 099.40,4 123.39,4 142.43,4 241.03,4 364.92,4 394.42,4 683.37,4 682.86,4 690.67,4 614.48,4 539.30,4 327.90,4 222.71,4 178.27,4 135.40,4 138.48,4 104.80,4 179.41,4 325.10,4 228.57,4 104.31,4 013.55,3 932.09,3 648.96,3 616.13,3 576.27,3 685.10,3 852.05,4 422.71,4 974.77,4 692.08,4 492.95,4 426.57,4 296.00,4 153.88,3 936.03,3 933.91,3 945.37,3 960.52,3 953.83,4 318.11,4 491.55,4 511.33,4 554.19,4 442.05,4207.57,3 838.80,3 640.19,3 806.20,3 837.83,3 880.54,4 279.91,4 524.52,4 668.81,4 544.94,4 498.69,4430.43,4331.39,4 239.19,4064.63,4052.58,4090.05,4125.01,4243.77,4434.36,4564.70,4576.69,4 614.86,4563.33,4602.59,4 519.39,4381.75,4523.49,4534.64,4550.76,4717.81,5181.77,5677.04,5211.18,5 188.15,5167.65,5297.73,5 135.39,5116.32,5 133.15,5238.41,5083.74,5109.61,5729.85,5849.16,5962.40,6276.29,6046.88,5761.18,5 614.44,5510.27,5 805.05,5 851.23,6203.55,6180.85,6571.12,6688.33,6571.82,6512.72,6496.36,6336.62,6 179.89,,,,,,,,
Бензин автомобильной марки А-92,1 литр,18.32,17.92,17.80,18.06,18.73,18.76,18.75,18.79,19.97,23.10,23.76,23.52,22.08,22.04,22.41,22.33,22.27,22.61,22.80,23.33,24.65,23.96,23.29,23.06,22.95,22.29,22.06,21.98,22.84,23.07,23.39,24.46,24.57,24.60,25.12,25.53,26.29,26.30,26.80,28.38,29.31,30.82,32.51,32.98,31.50,29.82,27.23,23.84,20.75,20.33,19.51,19.07,18.96,20.14,22.46,25.55,28.09,28.27,29.34,29.34,28.55,28.51,28.55,29.91,33.68,35.81,36.13,36.46,36.86,37.11,38.20,38.58,37.81,32.48,32.07,32.05,33.85,34.79,36.55,37.56,37.52,37.32,37.11,37.71,37.36,36.70,36.61,36.72,36.78,36.34,36.17,36.89,37.50,38.91,39.97,39.97,39.46,39.12,38.73,38.04,37.02,36.65,35.67,36.26,38.22,39.47,39.46,38.52,37.32,36.50,37.64,38.77,38.41,38.70,41.65,44.40,46.77,50.08,50.57,48.36,44.49,39.60,37.61,36.42,35.74,35.88,40.20,42.67,42.12,41.91,41.59,39.98,35.87,33.63,33.12,33.94,35.06,35.94,35.97,36.05,36.07,36.56,37.05,37.76,39.35,39.09,38.81,38.83,38.91,38.89,38.67,38.28,38.25,38.72,39.98,40.96,41.33,41.56,41.62,41.71,42.21,43.71,43.98,43.89,43.74,44.09,44.35,44.12,42.89,41.67,40.16,39.44,39.28,39.69,40.01,40.00,39.98,39.94,40.14,40.22,40.07,39.81,39.36,38.51,34.69,32.30,32.55,32.70,32.39,32.40,32.39,34.49,35.91,38.49,44.37,48.29,49.22,50.24,53.32,55.58,56.84,57.09,58.34,59.22,59.53,61.13,63.72,64.59,64.42,62.52,61.83,62.51,61.62,60.94,60.82,60.16,58.54,53.80,53.00,53.21,53.90,55.94,57.42,59.59,62.78,64.45,64.13,63.74,62.48,62.17,63.25,65.22,,,,,,,,
Бензин автомобильной марки А-80,1 литр,16.41,16.07,15.89,16.03,16.82,16.77,16.70,16.69,17.83,21.35,22.12,21.28,19.55,19.08,19.23,19.15,19.18,19.18,19.28,19.64,21.33,20.89,20.16,19.85,19.68,19.11,18.96,18.82,19.61,19.92,20.61,21.60,21.74,21.75,22.75,23.26,23.87,23.85,24.36,26.00,26.80,28.10,30.49,30.29,28.88,27.37,24.79,21.49,19.17,18.73,17.91,17.45,17.37,18.44,21.33,23.36,25.83,26.41,27.10,26.84,26.11,25.91,26.01,27.40,31.05,32.26,32.58,32.86,32.95,33.21,34.24,34.69,34.41,31.02,30.80,30.84,31.80,32.44,33.29,33.71,33.63,33.32,33.69,34.25,34.09,33.44,33.47,33.48,33.53,33.02,32.83,33.40,32.66,32.65,32.67,32.59,32.48,32.24,32.10,31.54,30.47,30.15,29.82,30.66,32.78,35.01,34.87,33.70,33.10,32.79,34.34,35.67,35.31,35.57,38.02,38.82,40.19,42.23,42.56,40.35,36.16,31.96,32.23,32.20,32.06,32.19,34.38,35.83,35.38,35.26,35.17,34.44,32.66,31.26,29.56,29.70,30.39,30.71,30.89,31.02,31.00,31.52,32.42,33.22,34.67,34.86,34.96,35.18,35.26,35.23,34.97,34.60,34.45,34.91,35.81,36.67,37.58,38.25,38.38,38.46,38.94,40.59,40.83,41.18,41.28,41.62,41.82,41.71,40.82,39.48,38.73,38.04,36.44,36.54,36.65,35.94,36.10,36.15,36.18,36.20,36.41,36.36,35.92,35.63,32.80,30.79,30.54,30.46,30.21,30.35,30.27,31.44,31.71,33.29,39.06,41.49,42.48,45.86,47.49,48.47,51.64,54.52,56.38,57.70,58.11,59.21,60.96,62.24,62.62,60.72,59.11,58.80,57.93,56.99,56.87,56.77,55.54,50.88,49.60,49.67,49.83,51.76,52.24,53.09,55.26,57.10,59.42,59.76,59.03,58.25,58.34,58.45,,,,,,,,
